Id,Project Id,Armour Type,Armour Slope [v:h],Armour Density [kg/m3],Armour Mass [kg],Water Density [kg/m3],Offshore Significant Wave Height [m],Offshore Bed Elevation [m Datum],Average slope between offshore wave location and in front of Section [v:h],Significant Wave Height at Toe [m],Bed Elevation at Toe [m Datum],Peak Wave Period [s],Number of Waves [-],Crest Level [m Datum],Water Level [ m Datum],Notional Permeability [-],Damage [%]
2441,10,ROCK,1:02,2667.3,178.973384,1020,1.300335762,-9.030109456, 1:1000,1.300335762,-9.030109456,6.517833224,1000,112.8763682,0,0.5,5.32
2442,10,ROCK,1:02,2667.3,178.973384,1020,1.558822645,-9.030109456, 1:1000,1.558822645,-9.030109456,6.551430302,1000,112.8763682,0,0.5,9.27
2443,10,ROCK,1:02,2667.3,178.973384,1020,1.473036605,-9.030109456, 1:1000,1.473036605,-9.030109456,6.551430302,1000,112.8763682,0,0.5,7.36
2444,10,ROCK,1:02,2667.3,178.973384,1020,1.27211667,-9.030109456, 1:1000,1.27211667,-9.030109456,8.466463775,1000,112.8763682,0,0.5,3.73
2445,10,ROCK,1:02,2667.3,178.973384,1020,1.021531132,-9.030109456, 1:1000,1.021531132,-9.030109456,8.399269618,1000,112.8763682,0,0.5,0.99
2446,10,ROCK,1:02,2667.3,178.973384,1020,1.410954602,-9.030109456, 1:1000,1.410954602,-9.030109456,8.500060854,1000,112.8763682,0,0.5,6.59
2447,10,ROCK,1:02,2667.3,178.973384,1020,1.171656702,-9.030109456, 1:1000,1.171656702,-9.030109456,8.466463775,1000,112.8763682,0,0.5,2.55
2448,10,ROCK,1:02,2667.3,178.973384,1020,1.497869406,-9.030109456, 1:1000,1.497869406,-9.030109456,8.231284226,1000,112.8763682,0,0.5,9.98
2449,10,ROCK,1:02,2667.3,178.973384,1020,1.158111538,-9.030109456, 1:1000,1.158111538,-9.030109456,11.69178331,1000,112.8763682,0,0.5,0.83
2450,10,ROCK,1:02,2667.3,178.973384,1020,1.316138453,-9.030109456, 1:1000,1.316138453,-9.030109456,11.79257454,1000,112.8763682,0,0.5,1.67
2451,10,ROCK,1:02,2667.3,178.973384,1020,1.494483115,-9.030109456, 1:1000,1.494483115,-9.030109456,11.79257454,1000,112.8763682,0,0.5,1.85
2452,10,ROCK,1:02,2667.3,178.973384,1020,1.8026356,-9.030109456, 1:1000,1.8026356,-9.030109456,11.69178331,1000,112.8763682,0,0.5,10.9
2453,10,ROCK,1:02,2667.3,178.973384,1020,1.670570249,-9.030109456, 1:1000,1.670570249,-9.030109456,11.69178331,1000,112.8763682,0,0.5,5.9
2454,10,ROCK,1:02,2667.3,178.973384,1020,1.289048125,-9.030109456, 1:1000,1.289048125,-9.030109456,4.669993908,1000,112.8763682,0,0.5,3.2
2455,10,ROCK,1:02,2667.3,178.973384,1020,1.539633662,-9.030109456, 1:1000,1.539633662,-9.030109456,4.703590986,1000,112.8763682,0,0.5,4.44
2456,10,ROCK,1:02,2667.3,178.973384,1020,1.794734254,-9.030109456, 1:1000,1.794734254,-9.030109456,4.905173457,1000,112.8763682,0,0.5,8.46
2457,10,ROCK,1:02,2667.3,178.973384,1020,1.026046187,-9.030109456, 1:1000,1.026046187,-9.030109456,4.770785143,1000,112.8763682,0,0.5,1
2458,10,ROCK,1:02,2667.3,178.973384,1020,1.395151911,-9.030109456, 1:1000,1.395151911,-9.030109456,4.737188065,1000,112.8763682,0,0.5,2.01
2459,10,ROCK,01:01.5,2667.3,178.973384,1020,1.276631724,-9.030109456, 1:1000,1.276631724,-9.030109456,8.600852089,1000,112.8763682,0,0.5,10.42
2460,10,ROCK,01:01.5,2667.3,178.973384,1020,0.97186553,-9.030109456, 1:1000,0.97186553,-9.030109456,8.500060854,1000,112.8763682,0,0.5,2.39
2461,10,ROCK,01:01.5,2667.3,178.973384,1020,1.085870662,-9.030109456, 1:1000,1.085870662,-9.030109456,8.399269618,1000,112.8763682,0,0.5,1.33
2462,10,ROCK,01:01.5,2667.3,178.973384,1020,1.182944339,-9.030109456, 1:1000,1.182944339,-9.030109456,8.600852089,1000,112.8763682,0,0.5,3.09
2463,10,ROCK,01:01.5,2667.3,178.973384,1020,1.363546528,-9.030109456, 1:1000,1.363546528,-9.030109456,8.500060854,1000,112.8763682,0,0.5,6.02
2464,10,ROCK,01:01.5,2667.3,178.973384,1020,1.302593289,-9.030109456, 1:1000,1.302593289,-9.030109456,6.652221538,1000,112.8763682,0,0.5,8.18
2465,10,ROCK,01:01.5,2667.3,178.973384,1020,0.951547784,-9.030109456, 1:1000,0.951547784,-9.030109456,6.585027381,1000,112.8763682,0,0.5,1.27
2466,10,ROCK,01:01.5,2667.3,178.973384,1020,1.141180082,-9.030109456, 1:1000,1.141180082,-9.030109456,6.585027381,1000,112.8763682,0,0.5,3.08
2467,10,ROCK,01:01.5,2667.3,178.973384,1020,1.399666966,-9.030109456, 1:1000,1.399666966,-9.030109456,6.585027381,1000,112.8763682,0,0.5,13.74
2468,10,ROCK,01:01.5,2667.3,178.973384,1020,1.486581769,-9.030109456, 1:1000,1.486581769,-9.030109456,8.600852089,1000,112.8763682,0,0.5,13.04
2469,10,ROCK,01:01.5,2667.3,178.973384,1020,1.223579831,-9.030109456, 1:1000,1.223579831,-9.030109456,4.804382222,1000,112.8763682,0,0.5,5.15
2470,10,ROCK,01:01.5,2667.3,178.973384,1020,1.021531132,-9.030109456, 1:1000,1.021531132,-9.030109456,4.804382222,1000,112.8763682,0,0.5,2.19
2471,10,ROCK,01:01.5,2667.3,178.973384,1020,1.388379329,-9.030109456, 1:1000,1.388379329,-9.030109456,4.770785143,1000,112.8763682,0,0.5,6.79
2472,10,ROCK,01:01.5,2667.3,178.973384,1020,1.564466463,-9.030109456, 1:1000,1.564466463,-9.030109456,4.804382222,1000,112.8763682,0,0.5,12.19
2473,10,ROCK,01:01.5,2667.3,178.973384,1020,1.133278737,-9.030109456, 1:1000,1.133278737,-9.030109456,4.804382222,1000,112.8763682,0,0.5,2.24
2474,10,ROCK,01:01.5,2667.3,178.973384,1020,1.039591351,-9.030109456, 1:1000,1.039591351,-9.030109456,6.652221538,1000,112.8763682,0,0.5,1.61
2475,10,ROCK,01:01.5,2667.3,178.973384,1020,1.185201866,-9.030109456, 1:1000,1.185201866,-9.030109456,11.59099207,1000,112.8763682,0,0.5,1.42
2476,10,ROCK,01:01.5,2667.3,178.973384,1020,1.377091692,-9.030109456, 1:1000,1.377091692,-9.030109456,11.79257454,1000,112.8763682,0,0.5,1.84
2477,10,ROCK,01:01.5,2667.3,178.973384,1020,1.565595227,-9.030109456, 1:1000,1.565595227,-9.030109456,11.79257454,1000,112.8763682,0,0.5,5.94
2478,10,ROCK,01:01.5,2667.3,178.973384,1020,1.701046869,-9.030109456, 1:1000,1.701046869,-9.030109456,11.79257454,1000,112.8763682,0,0.5,25.08
2479,10,ROCK,01:01.5,2667.3,178.973384,1020,1.469650314,-9.030109456, 1:1000,1.469650314,-9.030109456,11.79257454,1000,112.8763682,0,0.5,4.32
2480,10,ROCK,1:02,2667.3,178.973384,1020,1.184073102,-9.030109456, 1:1000,1.184073102,-9.030109456,8.735240403,1000,112.8763682,0,0.6,1.57
2481,10,ROCK,1:02,2667.3,178.973384,1020,1.562208936,-9.030109456, 1:1000,1.562208936,-9.030109456,8.735240403,1000,112.8763682,0,0.6,4.83
2482,10,ROCK,1:02,2667.3,178.973384,1020,1.935829715,-9.030109456, 1:1000,1.935829715,-9.030109456,8.836031639,1000,112.8763682,0,0.6,17.68
2483,10,ROCK,1:02,2667.3,178.973384,1020,1.729265961,-9.030109456, 1:1000,1.729265961,-9.030109456,8.735240403,1000,112.8763682,0,0.6,10.02
2484,10,ROCK,1:02,2667.3,178.973384,1020,1.519315916,-9.030109456, 1:1000,1.519315916,-9.030109456,6.719415695,1000,112.8763682,0,0.6,4.84
2485,10,ROCK,1:02,2667.3,178.973384,1020,2.037418446,-9.030109456, 1:1000,2.037418446,-9.030109456,6.652221538,1000,112.8763682,0,0.6,16.48
2486,10,ROCK,1:02,2667.3,178.973384,1020,1.786832909,-9.030109456, 1:1000,1.786832909,-9.030109456,6.719415695,1000,112.8763682,0,0.6,11.45
2487,10,ROCK,1:02,2667.3,178.973384,1020,1.188588157,-9.030109456, 1:1000,1.188588157,-9.030109456,6.719415695,1000,112.8763682,0,0.6,2.6
2488,10,ROCK,1:02,2667.3,178.973384,1020,1.602844428,-9.030109456, 1:1000,1.602844428,-9.030109456,4.703590986,1000,112.8763682,0,0.6,3
2489,10,ROCK,1:02,2667.3,178.973384,1020,1.915511968,-9.030109456, 1:1000,1.915511968,-9.030109456,4.938770536,1000,112.8763682,0,0.6,5.96
2490,10,ROCK,1:02,2667.3,178.973384,1020,1.138922555,-9.030109456, 1:1000,1.138922555,-9.030109456,4.871576379,1000,112.8763682,0,0.6,1.13
2491,10,ROCK,1:02,2667.3,178.973384,1020,2.124333249,-9.030109456, 1:1000,2.124333249,-9.030109456,4.938770536,1000,112.8763682,0,0.6,10.64
2492,10,ROCK,1:02,2667.3,178.973384,1020,1.5633377,-9.030109456, 1:1000,1.5633377,-9.030109456,12.22933656,1000,112.8763682,0,0.6,2.07
2493,10,ROCK,1:02,2667.3,178.973384,1020,1.820695819,-9.030109456, 1:1000,1.820695819,-9.030109456,12.43091904,1000,112.8763682,0,0.6,6.07
2494,10,ROCK,1:02,2667.3,178.973384,1020,1.988881608,-9.030109456, 1:1000,1.988881608,-9.030109456,12.22933656,1000,112.8763682,0,0.6,10.8
2495,10,ROCK,1:02,2667.3,178.973384,1020,1.254056451,-9.030109456, 1:1000,1.254056451,-9.030109456,11.99415702,1000,112.8763682,0,0.6,1.09
2496,10,ROCK,1:03,2682.6,180,1020,1.058780334,-9.030109456, 1:1000,1.058780334,-9.030109456,7.559342657,1000,112.8763682,0,0.1,8.6
2497,10,ROCK,1:03,2682.6,180,1020,0.700962246,-9.030109456, 1:1000,0.700962246,-9.030109456,7.559342657,1000,112.8763682,0,0.1,0.86
2498,10,ROCK,1:03,2682.6,180,1020,0.8951096,-9.030109456, 1:1000,0.8951096,-9.030109456,7.525745578,1000,112.8763682,0,0.1,4.7
2499,10,ROCK,1:03,2682.6,180,1020,1.25067016,-9.030109456, 1:1000,1.25067016,-9.030109456,7.525745578,1000,112.8763682,0,0.1,9.69
2500,10,ROCK,1:03,2682.6,180,1020,0.777718177,-9.030109456, 1:1000,0.777718177,-9.030109456,7.559342657,1000,112.8763682,0,0.1,3.4
2501,10,ROCK,1:03,2682.6,180,1020,0.944775202,-9.030109456, 1:1000,0.944775202,-9.030109456,6.013877047,1000,112.8763682,0,0.1,2.75
2502,10,ROCK,1:03,2682.6,180,1020,1.346615073,-9.030109456, 1:1000,1.346615073,-9.030109456,6.013877047,1000,112.8763682,0,0.1,6.77
2503,10,ROCK,1:03,2682.6,180,1020,1.135536264,-9.030109456, 1:1000,1.135536264,-9.030109456,6.013877047,1000,112.8763682,0,0.1,2.72
2504,10,ROCK,1:03,2682.6,180,1020,1.234867468,-9.030109456, 1:1000,1.234867468,-9.030109456,6.013877047,1000,112.8763682,0,0.1,7.21
2505,10,ROCK,1:03,2682.6,180,1020,1.528346025,-9.030109456, 1:1000,1.528346025,-9.030109456,6.047474125,1000,112.8763682,0,0.1,13.02
2506,10,ROCK,1:03,2682.6,180,1020,1.503513224,-9.030109456, 1:1000,1.503513224,-9.030109456,9.138405345,1000,112.8763682,0,0.1,18.32
2507,10,ROCK,1:03,2682.6,180,1020,1.024917423,-9.030109456, 1:1000,1.024917423,-9.030109456,8.735240403,1000,112.8763682,0,0.1,2.25
2508,10,ROCK,1:03,2682.6,180,1020,1.202133321,-9.030109456, 1:1000,1.202133321,-9.030109456,8.298478383,1000,112.8763682,0,0.1,6.33
2509,10,ROCK,1:03,2682.6,180,1020,1.378220456,-9.030109456, 1:1000,1.378220456,-9.030109456,8.970419952,1000,112.8763682,0,0.1,10.73
2510,10,ROCK,1:03,2682.6,180,1020,0.83077007,-9.030109456, 1:1000,0.83077007,-9.030109456,8.298478383,1000,112.8763682,0,0.1,1.21
2511,10,ROCK,1:03,2682.6,180,1020,0.956062839,-9.030109456, 1:1000,0.956062839,-9.030109456,14.27875835,1000,112.8763682,0,0.1,4.93
2512,10,ROCK,1:03,2682.6,180,1020,0.713378647,-9.030109456, 1:1000,0.713378647,-9.030109456,14.27875835,1000,112.8763682,0,0.1,1.88
2513,10,ROCK,1:03,2682.6,180,1020,1.191974448,-9.030109456, 1:1000,1.191974448,-9.030109456,14.27875835,1000,112.8763682,0,0.1,13.77
2514,10,ROCK,1:03,2682.6,180,1020,0.840928943,-9.030109456, 1:1000,0.840928943,-9.030109456,14.27875835,1000,112.8763682,0,0.1,1.8
2515,10,ROCK,1:03,2682.6,180,1020,1.077969316,-9.030109456, 1:1000,1.077969316,-9.030109456,14.27875835,1000,112.8763682,0,0.1,12.07
2516,10,ROCK,1:03,2682.6,180,1020,1.000084622,-9.030109456, 1:1000,1.000084622,-9.030109456,10.07912354,1000,112.8763682,0,0.1,6.83
2517,10,ROCK,1:03,2682.6,180,1020,0.664841809,-9.030109456, 1:1000,0.664841809,-9.030109456,11.01984174,1000,112.8763682,0,0.1,1.13
2518,10,ROCK,1:03,2682.6,180,1020,0.842057707,-9.030109456, 1:1000,0.842057707,-9.030109456,10.85185635,1000,112.8763682,0,0.1,4.38
2519,10,ROCK,1:03,2682.6,180,1020,1.145695137,-9.030109456, 1:1000,1.145695137,-9.030109456,10.85185635,1000,112.8763682,0,0.1,10.65
2520,10,ROCK,1:03,2682.6,180,1020,1.260829033,-9.030109456, 1:1000,1.260829033,-9.030109456,10.65027388,1000,112.8763682,0,0.1,15.2
2521,10,ROCK,1:03,2682.6,180,1020,0.901882182,-9.030109456, 1:1000,0.901882182,-9.030109456,10.85185635,1000,112.8763682,0,0.1,6.11
2522,10,ROCK,1:03,2682.6,180,1020,0.669356863,-9.030109456, 1:1000,0.669356863,-9.030109456,10.85185635,1000,112.8763682,0,0.1,0.97
2523,10,ROCK,1:03,2682.6,180,1020,0.785619523,-9.030109456, 1:1000,0.785619523,-9.030109456,10.85185635,1000,112.8763682,0,0.1,2.65
2524,10,ROCK,1:03,2682.6,180,1020,1.094900771,-9.030109456, 1:1000,1.094900771,-9.030109456,10.75106511,1000,112.8763682,0,0.1,12.65
2525,10,ROCK,1:03,2682.6,180,1020,1.20777714,-9.030109456, 1:1000,1.20777714,-9.030109456,5.173950085,1000,112.8763682,0,0.1,4.03
2526,10,ROCK,1:03,2682.6,180,1020,1.414340893,-9.030109456, 1:1000,1.414340893,-9.030109456,6.148265361,1000,112.8763682,0,0.1,7.19
2527,10,ROCK,1:03,2682.6,180,1020,1.206648376,-9.030109456, 1:1000,1.206648376,-9.030109456,12.22933656,1000,112.8763682,0,0.1,11.41
2528,10,ROCK,1:03,2682.6,180,1020,0.757400431,-9.030109456, 1:1000,0.757400431,-9.030109456,6.349847831,1000,112.8763682,0,0.1,0.86
2529,10,ROCK,1:03,2682.6,180,1020,0.978638112,-9.030109456, 1:1000,0.978638112,-9.030109456,6.349847831,1000,112.8763682,0,0.1,1.12
2530,10,ROCK,1:03,2682.6,180,1020,1.584784209,-9.030109456, 1:1000,1.584784209,-9.030109456,6.349847831,1000,112.8763682,0,0.1,6.81
2531,10,ROCK,1:03,2682.6,180,1020,1.230352413,-9.030109456, 1:1000,1.230352413,-9.030109456,4.703590986,1000,112.8763682,0,0.1,3.94
2532,10,ROCK,1:03,2682.6,180,1020,0.8951096,-9.030109456, 1:1000,0.8951096,-9.030109456,4.703590986,1000,112.8763682,0,0.1,0.65
2533,10,ROCK,1:03,2682.6,180,1020,1.399666966,-9.030109456, 1:1000,1.399666966,-9.030109456,4.703590986,1000,112.8763682,0,0.1,3.13
2534,10,ROCK,1:03,2682.6,180,1020,1.570110282,-9.030109456, 1:1000,1.570110282,-9.030109456,4.703590986,1000,112.8763682,0,0.1,6.71
2535,10,ROCK,1:03,2682.6,180,1020,1.880520294,-9.030109456, 1:1000,1.880520294,-9.030109456,4.703590986,1000,112.8763682,0,0.1,11.84
2536,10,ROCK,1:02,2682.6,180,1020,0.968479239,-9.030109456, 1:1000,0.968479239,-9.030109456,6.988192322,3000,112.8763682,0,0.1,6.39
2537,10,ROCK,1:02,2682.6,180,1020,0.523746348,-9.030109456, 1:1000,0.523746348,-9.030109456,7.156177715,3000,112.8763682,0,0.1,0.65
2538,10,ROCK,1:02,2682.6,180,1020,0.871405562,-9.030109456, 1:1000,0.871405562,-9.030109456,7.156177715,3000,112.8763682,0,0.1,6.54
2539,10,ROCK,1:02,2682.6,180,1020,0.791263341,-9.030109456, 1:1000,0.791263341,-9.030109456,7.156177715,3000,112.8763682,0,0.1,1.57
2540,10,ROCK,1:02,2682.6,180,1020,0.827383779,-9.030109456, 1:1000,0.827383779,-9.030109456,8.600852089,3000,112.8763682,0,0.1,2.45
2541,10,ROCK,1:02,2682.6,180,1020,0.933487565,-9.030109456, 1:1000,0.933487565,-9.030109456,8.500060854,3000,112.8763682,0,0.1,9.2
2542,10,ROCK,1:02,2682.6,180,1020,0.741597739,-9.030109456, 1:1000,0.741597739,-9.030109456,8.735240403,3000,112.8763682,0,0.1,1.49
2543,10,ROCK,1:02,2682.6,180,1020,0.628721371,-9.030109456, 1:1000,0.628721371,-9.030109456,8.600852089,3000,112.8763682,0,0.1,0.71
2544,10,ROCK,1:02,2682.6,180,1020,0.897367127,-9.030109456, 1:1000,0.897367127,-9.030109456,8.600852089,3000,112.8763682,0,0.1,3.92
2545,10,ROCK,1:02,2682.6,180,1020,0.847701525,-9.030109456, 1:1000,0.847701525,-9.030109456,10.51588556,3000,112.8763682,0,0.1,1.39
2546,10,ROCK,1:02,2682.6,180,1020,0.742726503,-9.030109456, 1:1000,0.742726503,-9.030109456,10.51588556,3000,112.8763682,0,0.1,0.62
2547,10,ROCK,1:02,2682.6,180,1020,0.624206316,-9.030109456, 1:1000,0.624206316,-9.030109456,10.51588556,3000,112.8763682,0,0.1,1.09
2548,10,ROCK,1:02,2682.6,180,1020,0.949290257,-9.030109456, 1:1000,0.949290257,-9.030109456,10.65027388,3000,112.8763682,0,0.1,5.85
2549,10,ROCK,1:02,2682.6,180,1020,0.983153167,-9.030109456, 1:1000,0.983153167,-9.030109456,12.93487521,3000,112.8763682,0,0.1,7.12
2550,10,ROCK,1:02,2682.6,180,1020,0.853345344,-9.030109456, 1:1000,0.853345344,-9.030109456,12.22933656,3000,112.8763682,0,0.1,0.76
2551,10,ROCK,1:02,2682.6,180,1020,0.923328692,-9.030109456, 1:1000,0.923328692,-9.030109456,12.43091904,3000,112.8763682,0,0.1,3.43
2552,10,ROCK,1:03,2682.6,180,1020,1.328554854,-9.030109456, 1:1000,1.328554854,-9.030109456,8.500060854,3000,112.8763682,0,0.1,23.8
2553,10,ROCK,1:03,2682.6,180,1020,1.123119864,-9.030109456, 1:1000,1.123119864,-9.030109456,8.600852089,3000,112.8763682,0,0.1,6.71
2554,10,ROCK,1:03,2682.6,180,1020,0.968479239,-9.030109456, 1:1000,0.968479239,-9.030109456,8.500060854,3000,112.8763682,0,0.1,3.09
2555,10,ROCK,1:03,2682.6,180,1020,1.224708595,-9.030109456, 1:1000,1.224708595,-9.030109456,8.500060854,3000,112.8763682,0,0.1,9.16
2556,10,ROCK,1:03,2682.6,180,1020,0.795778396,-9.030109456, 1:1000,0.795778396,-9.030109456,8.500060854,3000,112.8763682,0,0.1,1.88
2557,10,ROCK,1:03,2682.6,180,1020,1.324039799,-9.030109456, 1:1000,1.324039799,-9.030109456,10.65027388,3000,112.8763682,0,0.1,29.07
2558,10,ROCK,1:03,2682.6,180,1020,1.124248627,-9.030109456, 1:1000,1.124248627,-9.030109456,10.34790017,3000,112.8763682,0,0.1,7.46
2559,10,ROCK,1:03,2682.6,180,1020,0.952676548,-9.030109456, 1:1000,0.952676548,-9.030109456,10.34790017,3000,112.8763682,0,0.1,1.47
2560,10,ROCK,1:03,2682.6,180,1020,1.038462587,-9.030109456, 1:1000,1.038462587,-9.030109456,10.51588556,3000,112.8763682,0,0.1,2.35
2561,10,ROCK,1:03,2682.6,180,1020,1.195360739,-9.030109456, 1:1000,1.195360739,-9.030109456,10.34790017,3000,112.8763682,0,0.1,11.39
2562,10,ROCK,1:03,2682.6,180,1020,1.309365871,-9.030109456, 1:1000,1.309365871,-9.030109456,11.99415702,3000,112.8763682,0,0.1,17.35
2563,10,ROCK,1:03,2682.6,180,1020,1.18633063,-9.030109456, 1:1000,1.18633063,-9.030109456,11.79257454,3000,112.8763682,0,0.1,8.7
2564,10,ROCK,1:03,2682.6,180,1020,1.072325498,-9.030109456, 1:1000,1.072325498,-9.030109456,11.99415702,3000,112.8763682,0,0.1,2.66
2565,10,ROCK,1:03,2682.6,180,1020,0.936873856,-9.030109456, 1:1000,0.936873856,-9.030109456,11.99415702,3000,112.8763682,0,0.1,1.76
2566,10,ROCK,1:03,2667.3,178.973384,1020,1.239382523,-9.030109456, 1:1000,1.239382523,-9.030109456,8.500060854,3000,112.8763682,0,0.1,8.16
2567,10,ROCK,1:03,2667.3,178.973384,1020,1.131021209,-9.030109456, 1:1000,1.131021209,-9.030109456,8.399269618,3000,112.8763682,0,0.1,9.11
2568,10,ROCK,1:03,2667.3,178.973384,1020,0.970736766,-9.030109456, 1:1000,0.970736766,-9.030109456,8.399269618,3000,112.8763682,0,0.1,3.66
2569,10,ROCK,1:03,2667.3,178.973384,1020,0.837542652,-9.030109456, 1:1000,0.837542652,-9.030109456,8.399269618,3000,112.8763682,0,0.1,1.48
2570,10,ROCK,1:03,2667.3,178.973384,1020,1.340971254,-9.030109456, 1:1000,1.340971254,-9.030109456,8.298478383,3000,112.8763682,0,0.1,15.15
2571,10,ROCK,1:03,2667.3,178.973384,1020,1.378220456,-9.030109456, 1:1000,1.378220456,-9.030109456,6.853804009,3000,112.8763682,0,0.1,13.12
2572,10,ROCK,1:03,2667.3,178.973384,1020,1.133278737,-9.030109456, 1:1000,1.133278737,-9.030109456,6.853804009,3000,112.8763682,0,0.1,5.47
2573,10,ROCK,1:03,2667.3,178.973384,1020,0.901882182,-9.030109456, 1:1000,0.901882182,-9.030109456,6.786609852,3000,112.8763682,0,0.1,2.11
2574,10,ROCK,1:03,2667.3,178.973384,1020,1.545277481,-9.030109456, 1:1000,1.545277481,-9.030109456,6.786609852,3000,112.8763682,0,0.1,19.47
2575,10,ROCK,1:03,2667.3,178.973384,1020,1.267601615,-9.030109456, 1:1000,1.267601615,-9.030109456,6.753012773,3000,112.8763682,0,0.1,9.62
2576,10,ROCK,1:03,2667.3,178.973384,1020,1.107317172,-9.030109456, 1:1000,1.107317172,-9.030109456,4.602799751,3000,112.8763682,0,0.1,2.15
2577,10,ROCK,1:03,2667.3,178.973384,1020,1.519315916,-9.030109456, 1:1000,1.519315916,-9.030109456,4.636396829,3000,112.8763682,0,0.1,7.45
2578,10,ROCK,1:03,2667.3,178.973384,1020,1.74732618,-9.030109456, 1:1000,1.74732618,-9.030109456,4.804382222,3000,112.8763682,0,0.1,13.11
2579,10,ROCK,1:03,2667.3,178.973384,1020,1.898580513,-9.030109456, 1:1000,1.898580513,-9.030109456,4.905173457,3000,112.8763682,0,0.1,17.81
2580,10,ROCK,1:03,2667.3,178.973384,1020,1.33984249,-9.030109456, 1:1000,1.33984249,-9.030109456,4.737188065,3000,112.8763682,0,0.1,6.44
2581,10,ROCK,1:03,2667.3,178.973384,1020,1.292434416,-9.030109456, 1:1000,1.292434416,-9.030109456,11.99415702,3000,112.8763682,0,0.1,18.41
2582,10,ROCK,1:03,2667.3,178.973384,1020,1.184073102,-9.030109456, 1:1000,1.184073102,-9.030109456,11.59099207,3000,112.8763682,0,0.1,6.4
2583,10,ROCK,1:03,2667.3,178.973384,1020,1.10054459,-9.030109456, 1:1000,1.10054459,-9.030109456,11.79257454,3000,112.8763682,0,0.1,5.26
2584,10,ROCK,1:03,2667.3,178.973384,1020,0.901882182,-9.030109456, 1:1000,0.901882182,-9.030109456,11.59099207,3000,112.8763682,0,0.1,1.5
2585,10,ROCK,1:03,2667.3,178.973384,1020,1.264215324,-9.030109456, 1:1000,1.264215324,-9.030109456,11.59099207,3000,112.8763682,0,0.1,9.14
2586,10,ROCK,1:03,2682.6,180,1020,1.417727185,-9.030109456, 1:1000,1.417727185,-9.030109456,7.088983558,3000,112.8763682,0,0.1,12.34
2587,10,ROCK,1:03,2682.6,180,1020,1.133278737,-9.030109456, 1:1000,1.133278737,-9.030109456,7.088983558,3000,112.8763682,0,0.1,6.63
2588,10,ROCK,1:03,2682.6,180,1020,0.779975704,-9.030109456, 1:1000,0.779975704,-9.030109456,6.988192322,3000,112.8763682,0,0.1,0.77
2589,10,ROCK,1:03,2682.6,180,1020,0.979766876,-9.030109456, 1:1000,0.979766876,-9.030109456,7.156177715,3000,112.8763682,0,0.1,2.93
2590,10,ROCK,1:03,2682.6,180,1020,1.308237107,-9.030109456, 1:1000,1.308237107,-9.030109456,7.290566029,3000,112.8763682,0,0.1,12.64
2591,10,ROCK,1:03,2682.6,180,1020,1.496740642,-9.030109456, 1:1000,1.496740642,-9.030109456,7.088983558,3000,112.8763682,0,0.1,18.65
2592,10,ROCK,1:04,2682.6,180,1020,1.874876476,-9.030109456, 1:1000,1.874876476,-9.030109456,8.399269618,3000,112.8763682,0,0.1,32.97
2593,10,ROCK,1:04,2682.6,180,1020,1.540762426,-9.030109456, 1:1000,1.540762426,-9.030109456,8.600852089,3000,112.8763682,0,0.1,18.32
2594,10,ROCK,1:04,2682.6,180,1020,1.311623398,-9.030109456, 1:1000,1.311623398,-9.030109456,8.399269618,3000,112.8763682,0,0.1,8.78
2595,10,ROCK,1:04,2682.6,180,1020,1.007985968,-9.030109456, 1:1000,1.007985968,-9.030109456,8.197687148,3000,112.8763682,0,0.1,3.24
2596,10,ROCK,1:04,2682.6,180,1020,1.515929625,-9.030109456, 1:1000,1.515929625,-9.030109456,10.51588556,3000,112.8763682,0,0.1,29.88
2597,10,ROCK,1:04,2682.6,180,1020,1.342100018,-9.030109456, 1:1000,1.342100018,-9.030109456,10.41509433,3000,112.8763682,0,0.1,19.17
2598,10,ROCK,1:04,2682.6,180,1020,0.986539458,-9.030109456, 1:1000,0.986539458,-9.030109456,10.51588556,3000,112.8763682,0,0.1,5.11
2599,10,ROCK,1:04,2682.6,180,1020,0.813838615,-9.030109456, 1:1000,0.813838615,-9.030109456,10.65027388,3000,112.8763682,0,0.1,1.25
2600,10,ROCK,1:04,2682.6,180,1020,1.153596483,-9.030109456, 1:1000,1.153596483,-9.030109456,10.65027388,3000,112.8763682,0,0.1,9.98
2601,10,ROCK,1:04,2682.6,180,1020,1.277760488,-9.030109456, 1:1000,1.277760488,-9.030109456,12.22933656,3000,112.8763682,0,0.1,16.17
2602,10,ROCK,1:04,2682.6,180,1020,0.978638112,-9.030109456, 1:1000,0.978638112,-9.030109456,12.22933656,3000,112.8763682,0,0.1,3.52
2603,10,ROCK,1:04,2682.6,180,1020,0.860117926,-9.030109456, 1:1000,0.860117926,-9.030109456,12.22933656,3000,112.8763682,0,0.1,1.71
2604,10,ROCK,1:04,2682.6,180,1020,1.126506155,-9.030109456, 1:1000,1.126506155,-9.030109456,12.22933656,3000,112.8763682,0,0.1,7.99
2605,10,ROCK,1:04,2682.6,180,1020,1.39176562,-9.030109456, 1:1000,1.39176562,-9.030109456,12.22933656,3000,112.8763682,0,0.1,25.79
2606,10,ROCK,1:04,2682.6,180,1020,2.088212812,-9.030109456, 1:1000,2.088212812,-9.030109456,6.148265361,3000,112.8763682,0,0.1,17.31
2607,10,ROCK,1:04,2682.6,180,1020,2.202217943,-9.030109456, 1:1000,2.202217943,-9.030109456,6.114668282,3000,112.8763682,0,0.1,19.57
